ID,Order,Family,Genus,Epithet,Species,Common,CommonES,Status,XCRecordings,VoucherMUSM-Orn,Priority
971,Passeriformes,Thraupidae,Dacnis,flaviventer,Dacnis flaviventer,Yellow-bellied Dacnis,Dacnis Ventriamarillo,,18,1,
972,Passeriformes,Thraupidae,Dacnis,cayana,Dacnis cayana,Blue Dacnis,Dacnis Azul,,63,1,
973,Passeriformes,Thraupidae,Sporophila,bouvronides,Sporophila bouvronides,Lesson's Seedeater,Semillero de Lesson,,35,,
974,Passeriformes,Thraupidae,Sporophila,lineola,Sporophila lineola,Lined Seedeater,Semillero Overo,,81,1,
975,Passeriformes,Thraupidae,Sporophila,leucoptera,Sporophila leucoptera,White-bellied Seedeater,Semillero Ventriblanco,,58,,
976,Passeriformes,Thraupidae,Sporophila,castaneiventris,Sporophila castaneiventris,Chestnut-bellied Seedeater,Semillero Ventricastaño,,40,,
977,Passeriformes,Thraupidae,Sporophila,hypoxantha,Sporophila hypoxantha,Tawny-bellied Seedeater,Semillero Ventricanela,,27,,
978,Passeriformes,Thraupidae,Sporophila,ruficollis,Sporophila ruficollis,Dark-throated Seedeater,Semillero Gorjioscuro,,40,,
979,Passeriformes,Thraupidae,Sporophila,hypochroma,Sporophila hypochroma,Rufous-rumped Seedeater,Semillero Culirrufo,,20,,
980,Passeriformes,Thraupidae,Sporophila,angolensis,Sporophila angolensis,NA,Semillero Curió,,0,1,
981,Passeriformes,Thraupidae,Sporophila,atrirostris,Sporophila atrirostris,NA,Semillero Piquinegro,,0,,
982,Passeriformes,Thraupidae,Sporophila,luctuosa,Sporophila luctuosa,Black-and-white Seedeater,Semillero Negriblanco,,70,1,2
983,Passeriformes,Thraupidae,Sporophila,nigricollis,Sporophila nigricollis,Yellow-bellied Seedeater,Semillero Ventriamarillo,,156,,
984,Passeriformes,Thraupidae,Sporophila,caerulescens,Sporophila caerulescens,Double-collared Seedeater,Semillero Corbatita ,,136,1,
985,Passeriformes,Thraupidae,Sporophila,schistacea,Sporophila schistacea,Slate-colored Seedeater,Semillero Pizarroso,,60,1,
986,Passeriformes,Thraupidae,Sporophila,plumbea,Sporophila plumbea,Plumbeous Seedeater,Semillero Plomizo,,40,,
987,Passeriformes,Thraupidae,Saltator,maximus,Saltator maximus,Buff-throated Saltator,Pepitero Gorjicanelo,,258,BIOPE,1
988,Passeriformes,Thraupidae,Saltator,coerulescens,Saltator coerulescens,Greyish Saltator,Pepitero Grisáceo,,366,,
989,Passeriformes,Thraupidae,Saltator,grossus,Saltator grossus,Slate-colored Grosbeak,Pepitero Pizarroso,,254,1,
990,Passeriformes,Thraupidae,Coryphaspiza,melanotis,Coryphaspiza melanotis,Black-masked Finch,Cachilo Enmascarado,,45,,
991,Passeriformes,Thraupidae,Emberizoides,herbicola,Emberizoides herbicola,Wedge-tailed Grass Finch,Coludo Colicuña,,122,,
992,Passeriformes,Thraupidae,Pseudospingus,xanthophthalmus,Pseudospingus xanthophthalmus,NA,Hemispingo Modesto,,0,,
993,Passeriformes,Thraupidae,Kleinothraupis,parodii,Kleinothraupis parodii,NA,Hemispingo de Parodi ,Endemico,0,,
994,Passeriformes,Thraupidae,Sphenopsis,melanotis,Sphenopsis melanotis,NA,Frutero de Orejas Negras,,0,,
995,Passeriformes,Thraupidae,Thlypopsis,sordida,Thlypopsis sordida,Orange-headed Tanager,Tangara Cabecinaranja,,58,,
996,Passeriformes,Thraupidae,Thlypopsis,ruficeps,Thlypopsis ruficeps,Rust-and-yellow Tanager,Tangara Alisera,,11,,
997,Passeriformes,Thraupidae,Thlypopsis,superciliaris,Thlypopsis superciliaris,NA,Hemispingo Cejudo,,0,,
998,Passeriformes,Thraupidae,Microspingus,trifasciatus,Microspingus trifasciatus,NA,Hemispingo Trilistado,,0,,
999,Passeriformes,Thraupidae,Coereba,flaveola,Coereba flaveola,Bananaquit,Platanero,,485,1,
1000,Passeriformes,Thraupidae,Asemospiza,obscura,Asemospiza obscura,NA,Semillero Oscuro,,0,,
1001,Passeriformes,Thraupidae,Chlorochrysa,calliparaea,Chlorochrysa calliparaea,Orange-eared Tanager,Tangara Orejinaranja,,14,,
1002,Passeriformes,Thraupidae,Paroaria,gularis,Paroaria gularis,Red-capped Cardinal,Cardenilla Capirroja,,27,,
1003,Passeriformes,Thraupidae,Schistochlamys,melanopis,Schistochlamys melanopis,Black-faced Tanager,Tangara Carinegra,,39,,
1004,Passeriformes,Thraupidae,Cissopis,leverianus,Cissopis leverianus,Magpie Tanager,Tangara Urraca,,79,,
1005,Passeriformes,Thraupidae,Iridosornis,analis,Iridosornis analis,Yellow-throated Tanager,Tangara Goliamarilla,,30,1,
1006,Passeriformes,Thraupidae,Iridosornis,jelskii,Iridosornis jelskii,Golden-collared Tanager,Tangara de Jelski,,3,,
1007,Passeriformes,Thraupidae,Pipraeidea,melanonota,Pipraeidea melanonota,Fawn-breasted Tanager,Tangara de Antifaz,,106,,
1008,Passeriformes,Thraupidae,Pipraeidea,bonariensis,Pipraeidea bonariensis,NA,Tangara Naranjera,,0,,
1009,Passeriformes,Thraupidae,Dubusia,taeniata,Dubusia taeniata,Buff-breasted Mountain Tanager,Tangara Pechifulva,,110,,
1010,Passeriformes,Thraupidae,Dubusia,castaneoventris,Dubusia castaneoventris,NA,Tangara Ventricastaña,,0,,
1011,Passeriformes,Thraupidae,Sporathraupis,cyanocephala,Sporathraupis cyanocephala,NA,Tangara Coroniazul,,0,,
1012,Passeriformes,Thraupidae,Chalcothraupis,ruficervix,Chalcothraupis ruficervix,NA,Tangara Nuquirrufa,,0,,
1013,Passeriformes,Thraupidae,Stilpnia,viridicollis,Stilpnia viridicollis,NA,Tangara Dorsiplateada,,0,,
1014,Passeriformes,Thraupidae,Stilpnia,cayana,Stilpnia cayana,NA,Tangara Isabel,,0,,
1015,Passeriformes,Thraupidae,Stilpnia,nigrocincta,Stilpnia nigrocincta,NA,Tangara Pechinegra,,0,,
1016,Passeriformes,Thraupidae,Stilpnia,cyanicollis,Stilpnia cyanicollis,NA,Tangara Cabeciazul,,0,1,
1017,Passeriformes,Thraupidae,Tangara,nigroviridis,Tangara nigroviridis,Beryl-spangled Tanager,Tangara de Lentejuelas,,33,,
1018,Passeriformes,Thraupidae,Tangara,mexicana,Tangara mexicana,Turquoise Tanager,Tangara Turquesa,,34,,
1019,Passeriformes,Thraupidae,Tangara,chilensis,Tangara chilensis,Paradise Tanager,Tangara del Paraíso,,91,1,2
1020,Passeriformes,Thraupidae,Tangara,velia,Tangara velia,Opal-rumped Tanager,Tangara Velia,,39,,
1021,Passeriformes,Thraupidae,Tangara,callophrys,Tangara callophrys,Opal-crowned Tanager,Tangara Opalina,,14,,
1022,Passeriformes,Thraupidae,Tangara,gyrola,Tangara gyrola,Bay-headed Tanager,Tangara Cabecibaya,,57,,
1023,Passeriformes,Thraupidae,Tangara,chrysotis,Tangara chrysotis,Golden-eared Tanager,Tangara Orejidorada,,5,,
1024,Passeriformes,Thraupidae,Tangara,xanthocephala,Tangara xanthocephala,Saffron-crowned Tanager,Tangara Coronigualda,,25,,
1025,Passeriformes,Thraupidae,Tangara,schrankii,Tangara schrankii,Green-and-gold Tanager,Tangara de Schrank,,26,,
1026,Passeriformes,Thraupidae,Tangara,arthus,Tangara arthus,Golden Tanager,Tangara Dorada,,64,1,
1027,Passeriformes,Thraupidae,Thraupis,episcopus,Thraupis episcopus,Blue-grey Tanager,Tangara Azuleja,,183,1,2
1028,Passeriformes,Thraupidae,Thraupis,sayaca,Thraupis sayaca,Sayaca Tanager,Tangara Sayaca,,117,,
1029,Passeriformes,Thraupidae,Thraupis,palmarum,Thraupis palmarum,Palm Tanager,Tangara Palmera,,165,1,
1030,Passeriformes,Thraupidae,Ixothraupis,xanthogastra,Ixothraupis xanthogastra,NA,Tangara Ventriamarilla,,0,1,
1031,Passeriformes,Thraupidae,Ixothraupis,punctata,Ixothraupis punctata,NA,Tangara Puntosa,,0,,
1032,Passeriformes,Thraupidae,Lamprospiza,melanoleuca,Lamprospiza melanoleuca,Red-billed Pied Tanager,Tangara Piquirroja,,56,,
